respondent_id,xyz_vaccine,seasonal_vaccine
0,0.0424814777650071,0.234923724273737
1,0.115206875983391,0.244325206199027
2,0.103274282584427,0.28500686054992
3,0.518346642221567,0.850326359514754
4,0.0901581531127507,0.437546146754331
5,0.181076040581602,0.775681175733947
6,0.319321813878827,0.241713359518339
7,0.0740694306918584,0.159123270295111
8,0.0608734674381193,0.226100225581581
9,0.0613890788393031,0.684582151968663
10,0.0195862117934811,0.557097343377811
11,0.12886342771712,0.444514146157559
12,0.0786263471648375,0.686431959948746
13,0.0355126545604584,0.172999889429715
14,0.412350115111479,0.748634188367532
15,0.068466429102613,0.0896655066398754
16,0.587537761963025,0.582910048642851
17,0.0766541382305179,0.419649818729792
18,0.0258254807301767,0.0753225522294007
19,0.0480897463805089,0.19357740969219
20,0.0444344800688562,0.422660603331969
21,0.214012090934934,0.423937225172543
22,0.0631301207157012,0.450741254110039
23,0.0579883126445012,0.473914848095139
24,0.0676251071692914,0.517087880224788
25,0.673053267833508,0.32427827691545
26,0.665593171879692,0.741637923071616
27,0.515437807473449,0.299572935258821
28,0.0902119409267868,0.480543508465345
29,0.0823735937339981,0.294968151211313
30,0.161655784356018,0.150755047600563
31,0.489879441443621,0.753628108323117
32,0.147495307295359,0.301218111156964
33,0.241244927818514,0.20282544875375
34,0.151541339282162,0.780957719707897
35,0.096994085066777,0.327754997165746
36,0.0622370918478184,0.490263061315756
37,0.0188341538367086,0.532452524376162
38,0.16541636804814,0.826735427697711
39,0.0678924719339636,0.298586197209909
40,0.0805488915198784,0.331165709374381
41,0.252890898968988,0.134494955851233
42,0.181453268310854,0.592697462774979
43,0.566381119837315,0.744146120190305
44,0.202234839227725,0.471780472918175
45,0.123128738552833,0.0612626993185231
46,0.0978640188022274,0.318940635160263
47,0.318229580044689,0.527576532305889
48,0.310438079088131,0.425018714794582
49,0.120114422812429,0.19636875581008
50,0.496018012292811,0.565695925471945
51,0.341693804616485,0.716359925042014
52,0.114840624689041,0.384221197955042
53,0.0954111838368962,0.16572297476309
54,0.130904116971343,0.526649328119879
55,0.124152684420718,0.785287431343644
56,0.69001802484898,0.925688038101842
57,0.789387219953575,0.840031361049316
58,0.610336375778243,0.867309542099041
59,0.102097976183683,0.155103740844779
60,0.738565684094847,0.73273900339378
61,0.0870515108217091,0.713469147271169
62,0.0901248889727984,0.173661514543637
63,0.225254018246612,0.42890052261856
64,0.0446267942167135,0.0882498019779277
65,0.0438962814799521,0.394563641434856
66,0.030760983442588,0.370670700311401
67,0.163526282548407,0.453750333538204
68,0.0844863448954257,0.585827029201877
69,0.656182785401546,0.47984639042973
70,0.138944034746178,0.743833279984187
71,0.154426091107474,0.283005891539276
72,0.0563807380555532,0.608126055274615
73,0.0397790619279378,0.674379688908885
74,0.121002313862572,0.353098122789107
75,0.0607870704059122,0.456341042739128
76,0.0543888245602529,0.37150734343242
77,0.1483909906667,0.716467896285411
78,0.380269088560635,0.616854321407816
79,0.0839403107313516,0.174011199626861
80,0.0494311086163699,0.24720624829406
81,0.121923205719342,0.711634594970409
82,0.121750723644882,0.413377260197743
83,0.0480525592667722,0.303247470031142
84,0.0679827173013916,0.251683091883584
85,0.164911455178582,0.77694780117299
86,0.0863921499881373,0.59998797249929
87,0.577688057837244,0.846945629207246
88,0.0441849608876818,0.926169517398343
89,0.143036605562224,0.100084583640309
90,0.1871780158108,0.562291698387093
91,0.14570667832379,0.0613360966713375
92,0.171373498020827,0.124068785656808
93,0.0431196846368911,0.819245476792333
94,0.220933114631972,0.448211333016514
95,0.200802237990286,0.212239643947272
96,0.0603714767803274,0.24043792440786
97,0.0810396376716561,0.266276558105048
98,0.123523364491194,0.641857066046987
99,0.0831595853011669,0.668413677355333
100,0.241040133107905,0.718345951364311
101,0.15486167999164,0.407461205014975
102,0.235426743979175,0.203713804721412
103,0.0698465051797058,0.358094211796367
104,0.0621905673228229,0.0477140589902113
105,0.0495667012073593,0.633276220519846
106,0.383260244485418,0.132909768880428
107,0.0306407460367247,0.370566613319621
108,0.0852641774984299,0.240083915441381
109,0.0486066712750372,0.304974205228949
110,0.0627216199551202,0.462498952972825
111,0.0558302543630716,0.437266165908814
112,0.10491934536038,0.233191343808304
113,0.0574735280710897,0.253246827157618
114,0.0458691031303417,0.380769173521712
115,0.0456213364498172,0.404925722481549
116,0.521891501139185,0.277105905206622
117,0.0954684428182298,0.454820827441605
118,0.424146809618641,0.656589964163467
119,0.0630395153356999,0.661163947991674
120,0.0550666537479061,0.391447951813845
121,0.129577598816592,0.410826492463742
122,0.359571412914783,0.692868238258884
123,0.0339129036372247,0.488309550742093
124,0.0412124996732359,0.500190687505515
125,0.111190985923457,0.735825660430748
126,0.0183927736732582,0.642901708463655
127,0.248262796664561,0.824502644354174
128,0.332452586126106,0.931865047460166
129,0.0344479396446432,0.168814847337516
130,0.276399757998692,0.248053160225019
131,0.0677838307710634,0.232177525368948
132,0.192706364274399,0.477766494514016
133,0.158804997243025,0.281443739474138
134,0.304767720646911,0.815103910177855
135,0.0819549042426929,0.238989603982521
136,0.219758458036221,0.0779462893753334
137,0.067755479755609,0.753532116268739
138,0.0862810611192368,0.356743706726063
139,0.0292224781716917,0.691633035865075
140,0.117744675711407,0.207372880979542
141,0.0168062135412485,0.675431718678838
142,0.240235159124896,0.62689660242131
143,0.51343756501084,0.742444162374128
144,0.136980838824801,0.220779538732056
145,0.0679863333415828,0.232217895820721
146,0.355584899353035,0.342917476889109
147,0.0436482627019667,0.229394840213443
148,0.487929692419564,0.729577213445048
149,0.20342592210096,0.0256228915997483
150,0.359690701505029,0.0889144619463203
151,0.0834677949627616,0.444583975241011
152,0.133438881865339,0.277183721411576
153,0.639025492146582,0.13041437430818
154,0.11097474923021,0.0909545573650564
155,0.0880366098244019,0.45009050130141
156,0.15674847947231,0.336078638457382
157,0.239695385249417,0.470676746698952
158,0.106440513066559,0.161200414702311
159,0.215901480525217,0.440497907418721
160,0.0979393513607966,0.119373309829553
161,0.263746700152132,0.40030712629913
162,0.162107394043746,0.569525615696435
163,0.400974305910966,0.58050293162622
164,0.33768398760462,0.171079639048304
165,0.110727811454183,0.357082593546661
166,0.409219665129729,0.749138133331955
167,0.0334463325860016,0.114662720697284
168,0.505650321055429,0.90985359445507
169,0.0471946125098318,0.0379522153962318
170,0.0438771017923474,0.0969639240074307
171,0.204810645844892,0.359792740117318
172,0.159316215679598,0.244063527077326
173,0.257396920267158,0.373573647068944
174,0.0759748147102936,0.224674210444345
175,0.0856261076410293,0.194768020027209
176,0.0722401233176972,0.4389865404708
177,0.0901104857581277,0.348310992931395
178,0.0623561516370688,0.761366030133286
